Дата,Сотрудник,Частота сообщения,Объем сообщения,Настрой сообщения,Регулярность коммитов,Интенсивность коммитов,Статус задачи,Приоритетные изменения,Продолжительность активности,Активность ночью
2023-11-14,Максим,68,13,0,4,5,-1,2,4,0
2023-11-15,Максим,51,13,1,3,1,0,2,7,0
2023-11-16,Максим,74,18,1,2,1,-1,2,5,0
2023-11-17,Максим,61,24,1,4,3,1,1,11,0
2023-11-18,Максим,50,24,1,4,4,1,2,5,0
2023-11-19,Максим,76,21,1,1,1,1,1,7,0
2023-11-20,Максим,70,23,-1,3,2,1,2,9,0
2023-11-21,Максим,67,28,1,4,4,1,0,5,0
2023-11-22,Максим,55,18,1,3,4,1,0,7,0
2023-11-23,Максим,65,20,-1,3,6,1,0,9,0
2023-11-24,Максим,62,17,1,2,3,0,2,7,0
2023-11-25,Максим,76,17,1,2,1,0,1,6,0
2023-11-26,Максим,58,18,1,3,2,1,0,8,0
2023-11-27,Максим,66,20,1,1,5,1,0,8,0
2023-11-28,Максим,76,10,1,2,3,0,0,8,0
2023-11-29,Максим,54,25,1,2,4,0,2,8,0
2023-11-30,Максим,64,25,1,3,4,-1,1,6,0
2023-12-01,Максим,61,23,0,2,2,0,0,8,0
2023-12-02,Максим,67,27,1,3,3,1,0,5,0
2023-12-03,Максим,60,24,1,4,4,1,1,7,0
2023-12-04,Максим,52,17,0,2,1,1,2,7,0
2023-12-05,Максим,65,27,1,4,1,1,0,7,0
2023-12-06,Максим,62,24,1,1,2,1,2,8,0
2023-12-07,Максим,64,12,0,4,5,1,0,6,0
2023-12-08,Максим,64,28,1,3,2,1,0,7,0
2023-12-09,Максим,51,25,1,1,1,1,0,9,0
2023-12-10,Максим,72,12,-1,4,5,1,2,6,0
2023-12-11,Максим,78,11,0,3,5,1,0,9,0
2023-12-12,Максим,58,22,1,3,3,1,0,6,1
2023-12-13,Максим,60,13,0,3,1,0,1,8,0
2023-12-14,Максим,60,20,0,3,1,1,0,8,0
2023-12-15,Максим,62,21,1,1,2,1,0,8,0
2023-12-16,Максим,61,26,0,4,3,1,2,8,0
2023-12-17,Максим,70,28,0,3,3,1,0,4,1
2023-12-18,Максим,64,25,1,2,1,-1,0,6,0
2023-12-19,Максим,76,18,1,4,3,1,0,7,0
2023-12-20,Максим,74,16,1,3,4,-1,2,10,0
2023-12-21,Максим,69,29,1,2,5,1,2,8,0
2023-12-22,Максим,52,23,1,1,1,1,0,6,0
2023-12-23,Максим,54,25,-1,1,1,1,2,6,0
2023-12-24,Максим,52,13,1,2,4,1,2,6,0
2023-12-25,Максим,61,26,1,2,1,1,2,6,0
2023-12-26,Максим,50,21,-1,4,2,1,1,10,0
2023-12-27,Максим,70,24,1,1,1,1,2,7,0
2023-12-28,Максим,72,27,0,2,3,-1,1,7,0
2023-12-29,Максим,79,16,-1,3,2,1,2,9,0
2023-12-30,Максим,67,14,0,3,6,1,1,9,0
2023-12-31,Максим,66,21,1,1,1,1,0,5,1
2023-01-01,Алексей,50,16,1,2,1,1,0,8,0
2023-01-02,Алексей,54,29,1,1,2,1,2,6,0
2023-01-03,Алексей,70,16,1,4,2,1,0,9,0
2023-01-04,Алексей,77,14,0,3,6,1,1,13,0
2023-01-05,Алексей,67,20,1,4,4,1,0,8,0
2023-01-06,Алексей,58,24,-1,2,1,0,1,7,0
2023-01-07,Алексей,61,16,1,2,1,-1,2,7,0
2023-01-08,Алексей,69,10,1,1,1,-1,0,8,0
2023-01-09,Алексей,50,25,1,3,1,1,2,9,1
2023-01-10,Алексей,61,28,1,4,2,1,1,13,0
2023-01-11,Алексей,68,16,-1,4,5,1,2,8,0
2023-01-12,Алексей,59,13,1,1,2,1,0,5,0
2023-01-13,Алексей,59,18,1,3,4,1,1,7,0
2023-01-14,Алексей,55,15,1,3,4,-1,2,7,0
2023-01-15,Алексей,54,11,1,2,1,0,0,9,0
2023-01-16,Алексей,55,13,1,1,1,1,0,4,0
2023-01-17,Алексей,74,27,1,3,4,-1,0,8,0
2023-01-18,Алексей,64,22,-1,2,2,1,2,7,0
2023-01-19,Алексей,68,23,0,1,1,1,0,9,1
2023-01-20,Алексей,57,21,1,4,8,1,1,7,0
2023-01-21,Алексей,57,20,0,1,1,1,0,9,0
2023-01-22,Алексей,74,22,-1,3,7,1,2,4,0
2023-01-23,Алексей,60,22,1,1,1,1,1,6,0
2023-01-24,Алексей,63,13,0,4,5,1,0,9,0
2023-01-25,Алексей,78,11,1,4,4,1,0,6,0
2023-01-26,Алексей,69,29,0,4,4,-1,0,7,1
2023-01-27,Алексей,58,10,1,1,1,-1,1,4,0
2023-01-28,Алексей,76,12,1,4,1,1,2,8,1
2023-01-29,Алексей,70,24,1,4,2,1,1,7,0
2023-01-30,Алексей,79,17,0,3,4,0,1,8,0
2023-01-31,Алексей,68,20,1,1,1,1,2,8,0
2023-02-01,Алексей,50,26,-1,2,1,1,1,6,0
2023-02-02,Алексей,72,15,-1,2,2,0,1,7,0
2023-02-03,Алексей,53,26,1,4,2,0,1,5,0
2023-02-04,Алексей,69,10,0,2,1,0,0,8,0
2023-02-05,Алексей,60,23,1,1,1,1,0,5,0
2023-02-06,Алексей,60,17,1,1,1,1,0,11,0
2023-02-07,Алексей,62,29,1,2,3,1,0,10,0
2023-02-08,Алексей,67,15,1,2,2,1,0,5,0
2023-02-09,Алексей,53,14,1,2,1,1,1,4,0
2023-02-10,Алексей,65,21,0,1,1,1,0,5,0
2023-02-11,Алексей,55,26,1,3,2,-1,0,10,0
2023-02-12,Алексей,59,16,1,3,3,1,0,2,0
2023-02-13,Алексей,65,20,0,3,4,1,1,11,0
2023-02-14,Алексей,54,23,1,2,5,0,1,7,0
2023-02-15,Алексей,53,20,-1,3,3,1,2,6,0
2023-02-16,Алексей,65,22,1,1,1,1,2,10,0
2023-02-17,Алексей,76,23,-1,3,3,0,1,8,1
2023-02-18,Алексей,50,22,1,4,5,-1,0,10,1
2023-02-19,Алексей,55,26,0,2,1,1,2,9,0
2023-02-20,Алексей,70,16,1,4,1,1,1,9,0
2023-02-21,Алексей,61,11,0,2,1,1,0,8,0
2023-02-22,Алексей,60,15,1,3,1,1,0,8,0
2023-02-23,Алексей,52,24,1,4,2,-1,0,8,0
2023-02-24,Алексей,55,21,1,2,1,1,1,5,0
2023-02-25,Алексей,71,14,-1,3,1,1,1,10,0
2023-02-26,Алексей,77,22,0,3,3,0,1,8,0
2023-02-27,Алексей,59,20,1,4,4,0,1,8,0
2023-02-28,Алексей,63,27,1,4,2,1,0,6,0
2023-03-01,Алексей,64,10,1,4,4,1,2,9,0
2023-03-02,Алексей,53,23,-1,4,3,1,1,9,0
2023-03-03,Алексей,76,22,1,4,4,1,2,8,1
2023-03-04,Алексей,79,14,1,1,1,1,2,6,0
2023-03-05,Алексей,60,27,1,4,5,0,0,6,0
2023-03-06,Алексей,70,16,0,2,1,1,1,6,0
2023-03-07,Алексей,73,16,1,1,2,1,0,9,0
2023-03-08,Алексей,71,21,1,4,2,-1,1,5,0
2023-03-09,Алексей,73,23,1,2,3,1,1,7,0
2023-03-10,Алексей,63,27,1,1,1,0,1,7,0
2023-03-11,Алексей,71,20,1,3,3,1,0,9,1
2023-03-12,Алексей,76,23,1,3,2,1,1,8,0
2023-03-13,Алексей,62,28,1,1,1,1,0,5,0
2023-03-14,Алексей,70,21,1,3,5,1,1,3,0
2023-03-15,Алексей,78,15,1,4,3,1,1,11,1
2023-03-16,Алексей,78,25,1,2,1,1,0,10,0
2023-03-17,Алексей,63,22,1,4,3,1,1,6,0
2023-03-18,Алексей,51,21,1,2,2,1,2,6,0
2023-03-19,Алексей,64,22,-1,3,2,1,1,10,0
2023-03-20,Алексей,79,20,1,4,5,1,1,8,0
2023-03-21,Алексей,53,23,1,1,1,1,2,10,0
2023-03-22,Алексей,66,15,-1,3,6,1,2,6,0
2023-03-23,Алексей,74,20,1,3,4,1,2,9,0
2023-03-24,Алексей,59,21,0,1,3,0,0,4,0
2023-03-25,Алексей,72,14,1,1,1,0,0,5,0
2023-03-26,Алексей,61,29,1,4,2,1,2,5,0
2023-03-27,Алексей,68,19,-1,2,2,1,1,9,0
2023-03-28,Алексей,68,12,1,4,7,1,1,10,0
2023-03-29,Алексей,78,20,1,1,1,0,2,2,1
2023-03-30,Алексей,72,29,1,2,2,1,2,9,0
2023-03-31,Алексей,79,26,0,4,3,1,2,8,0
2023-04-01,Алексей,53,13,0,4,4,1,1,5,0
2023-04-02,Алексей,75,17,0,2,1,1,1,7,0
2023-04-03,Алексей,51,11,1,4,3,1,0,8,1
2023-04-04,Алексей,78,13,1,4,4,0,1,8,0
2023-04-05,Алексей,60,29,1,4,7,-1,0,12,0
2023-04-06,Алексей,72,15,1,2,3,1,2,7,0
2023-04-07,Алексей,66,26,1,3,3,1,1,10,0
2023-04-08,Алексей,72,17,-1,1,2,0,0,5,0
2023-04-09,Алексей,56,15,1,2,1,-1,1,8,1
2023-04-10,Алексей,62,28,-1,3,3,1,1,2,0
2023-04-11,Алексей,57,28,0,2,2,-1,0,6,0
2023-04-12,Алексей,59,15,1,4,3,0,0,9,0
2023-04-13,Алексей,63,17,0,3,1,0,0,7,0
2023-04-14,Алексей,66,28,1,2,3,1,1,6,0
2023-04-15,Алексей,56,18,1,2,1,1,0,4,0
2023-04-16,Алексей,78,20,1,4,4,1,2,7,0
2023-04-17,Алексей,78,18,0,3,3,0,2,11,0
2023-04-18,Алексей,63,13,0,3,3,1,2,8,0
2023-04-19,Алексей,55,22,0,2,2,1,2,7,0
2023-04-20,Алексей,56,18,1,3,5,1,0,7,0
2023-04-21,Алексей,66,22,0,4,3,1,2,6,0
2023-04-22,Алексей,61,23,0,4,3,0,0,6,1
2023-04-23,Алексей,61,10,1,2,1,1,0,2,0
2023-04-24,Алексей,59,13,1,2,4,1,0,5,0
2023-04-25,Алексей,70,11,1,1,1,1,2,8,0
2023-04-26,Алексей,63,28,1,4,4,1,1,9,0
2023-04-27,Алексей,61,21,1,2,2,1,1,5,0
2023-04-28,Алексей,77,20,1,1,2,1,1,8,0
2023-04-29,Алексей,65,21,1,1,2,1,1,8,0
2023-04-30,Алексей,53,25,1,3,6,0,0,8,0
2023-05-01,Алексей,62,17,1,1,2,1,0,7,0
2023-05-02,Алексей,55,22,1,3,1,-1,2,8,0
2023-05-03,Алексей,79,13,0,4,5,1,2,3,0
2023-05-04,Алексей,52,22,0,1,1,1,2,6,0
2023-05-05,Алексей,67,15,1,1,4,1,1,8,0
2023-05-06,Алексей,60,10,1,3,1,1,1,9,0
2023-05-07,Алексей,66,16,1,1,1,0,1,7,0
2023-05-08,Алексей,70,15,0,1,1,1,1,4,0
2023-05-09,Алексей,50,16,1,3,2,1,0,2,0
2023-05-10,Алексей,74,28,1,4,4,1,1,10,0
2023-05-11,Алексей,60,24,1,3,1,1,0,11,0
2023-05-12,Алексей,71,18,1,4,2,1,2,7,0
2023-05-13,Алексей,76,25,1,2,1,1,2,7,0
2023-05-14,Алексей,52,24,1,4,8,1,2,5,0
2023-05-15,Алексей,65,25,1,3,1,0,2,4,1
2023-05-16,Алексей,55,18,1,1,1,1,2,7,1
2023-05-17,Алексей,52,29,1,1,2,1,2,8,0
2023-05-18,Алексей,67,14,1,4,4,0,1,10,0
2023-05-19,Алексей,53,13,1,4,5,1,2,5,0
2023-05-20,Алексей,50,20,1,2,4,1,0,5,0
2023-05-21,Алексей,68,26,-1,2,5,1,0,5,0
2023-05-22,Алексей,58,19,1,4,5,-1,1,5,0
2023-05-23,Алексей,63,28,1,2,1,0,0,9,0
2023-05-24,Алексей,78,13,1,4,1,1,2,6,1
2023-05-25,Алексей,75,21,-1,3,2,1,1,7,0
2023-05-26,Алексей,67,17,1,2,3,1,2,6,0
2023-05-27,Алексей,59,28,1,4,4,1,2,5,0
2023-05-28,Алексей,53,11,1,3,4,1,2,7,0
2023-05-29,Алексей,59,26,1,2,1,1,0,8,1
2023-05-30,Алексей,75,21,-1,2,2,-1,2,5,0
2023-05-31,Алексей,69,21,-1,1,1,1,1,9,0
2023-06-01,Алексей,65,20,1,1,1,1,0,3,0
2023-06-02,Алексей,54,29,0,2,2,1,0,9,0
2023-06-03,Алексей,73,18,1,3,7,1,1,10,1
2023-06-04,Алексей,70,13,1,1,1,1,2,5,0
2023-06-05,Алексей,71,26,0,1,1,1,0,8,0
2023-06-06,Алексей,50,28,1,1,1,1,2,9,0
2023-06-07,Алексей,53,12,1,1,3,0,0,6,0
2023-06-08,Алексей,72,23,-1,2,1,-1,2,4,0
2023-06-09,Алексей,52,16,0,4,3,1,1,4,0
2023-06-10,Алексей,55,21,1,2,3,-1,2,9,0
2023-06-11,Алексей,66,23,-1,4,7,1,1,11,0
2023-06-12,Алексей,61,25,1,4,7,0,2,11,0
2023-06-13,Алексей,78,13,1,4,7,1,1,10,1
2023-06-14,Алексей,61,29,-1,3,1,0,0,7,1
2023-06-15,Алексей,59,13,1,1,2,-1,2,4,0
2023-06-16,Алексей,58,21,0,1,5,0,0,10,0
2023-06-17,Алексей,65,24,1,1,2,1,0,7,0
2023-06-18,Алексей,65,25,1,4,6,1,0,5,0
2023-06-19,Алексей,60,12,1,1,1,1,1,6,0
2023-06-20,Алексей,64,27,-1,1,1,0,1,11,0
2023-06-21,Алексей,77,20,1,1,1,-1,0,5,0
2023-06-22,Алексей,69,24,-1,4,5,0,1,10,0
2023-06-23,Алексей,64,21,1,2,4,0,2,5,0
2023-06-24,Алексей,50,15,1,2,2,0,1,7,1
2023-06-25,Алексей,66,29,1,2,1,0,1,7,1
2023-06-26,Алексей,55,11,1,3,4,1,2,4,0
2023-06-27,Алексей,62,22,1,2,3,0,0,7,0
2023-06-28,Алексей,65,23,-1,4,4,1,1,8,0
2023-06-29,Алексей,69,26,1,2,1,1,1,7,0
2023-06-30,Алексей,74,14,1,4,2,1,0,8,0
2023-07-01,Алексей,61,15,1,1,1,1,0,6,0
2023-07-02,Алексей,55,14,1,2,1,1,1,13,0
2023-07-03,Алексей,73,20,1,2,2,1,2,9,0
2023-07-04,Алексей,74,16,1,4,5,1,1,8,0
2023-07-05,Алексей,63,18,0,1,1,1,0,7,0
2023-07-06,Алексей,78,10,1,3,1,1,1,2,0
2023-07-07,Алексей,59,11,-1,4,2,1,0,10,0
2023-07-08,Алексей,53,19,0,3,3,-1,2,9,0
2023-07-09,Алексей,77,20,0,1,1,0,0,12,0
2023-07-10,Алексей,69,20,1,1,1,1,0,8,0
2023-07-11,Алексей,50,29,0,4,5,0,2,6,0
2023-07-12,Алексей,61,29,1,3,3,0,1,7,0
2023-07-13,Алексей,69,10,1,1,1,1,1,6,1
2023-07-14,Алексей,50,20,1,1,1,1,1,7,0
2023-07-15,Алексей,57,23,-1,2,1,1,0,8,0
2023-07-16,Алексей,68,17,0,1,3,1,2,9,1
2023-07-17,Алексей,75,29,1,2,1,1,2,10,0
2023-07-18,Алексей,68,12,0,4,3,1,2,7,0
2023-07-19,Алексей,70,18,-1,4,1,1,0,10,0
2023-07-20,Алексей,78,11,1,1,6,1,1,5,1
2023-07-21,Алексей,51,22,1,3,2,1,1,12,0
2023-07-22,Алексей,76,29,1,3,1,-1,0,8,0
2023-07-23,Алексей,59,27,1,4,5,0,0,6,0
2023-07-24,Алексей,52,11,1,3,2,-1,0,11,0
2023-07-25,Алексей,67,23,1,2,1,1,1,6,0
2023-07-26,Алексей,75,17,0,3,4,1,0,7,0
2023-07-27,Алексей,75,26,-1,2,2,1,0,6,0
2023-07-28,Алексей,58,27,0,1,1,1,2,10,0
2023-07-29,Алексей,73,20,1,1,2,1,0,8,0
2023-07-30,Алексей,53,14,1,3,3,1,2,8,0
2023-07-31,Алексей,56,15,1,2,3,1,1,9,0
2023-08-01,Алексей,70,12,1,3,1,0,1,5,0
2023-08-02,Алексей,72,12,1,3,4,1,0,9,0
2023-08-03,Алексей,75,10,-1,4,1,1,2,10,0
2023-08-04,Алексей,65,20,0,3,1,1,0,11,0
2023-08-05,Алексей,62,25,1,4,2,1,1,8,0
2023-08-06,Алексей,68,12,1,2,1,1,0,7,0
2023-08-07,Алексей,71,29,0,2,2,1,1,6,0
2023-08-08,Алексей,75,28,1,3,3,1,0,6,0
2023-08-09,Алексей,65,26,0,1,1,-1,0,8,0
2023-08-10,Алексей,74,13,-1,4,5,1,1,7,0
2023-08-11,Алексей,63,14,1,4,2,0,0,4,1
2023-08-12,Алексей,50,24,1,4,4,1,1,9,0
2023-08-13,Алексей,78,26,1,1,1,1,1,6,0
2023-08-14,Алексей,66,22,1,3,2,1,2,5,0
2023-08-15,Алексей,69,27,0,4,5,1,2,10,0
2023-08-16,Алексей,57,20,0,2,3,1,1,9,0
2023-08-17,Алексей,57,26,1,2,4,1,1,8,0
2023-08-18,Алексей,66,16,1,3,3,1,2,8,0
2023-08-19,Алексей,64,23,-1,4,4,1,0,6,0
2023-08-20,Алексей,55,20,1,1,1,1,2,7,0
2023-08-21,Алексей,65,22,1,4,4,0,1,8,0
2023-08-22,Алексей,60,24,1,1,2,0,1,4,0
2023-08-23,Алексей,61,10,1,1,5,1,1,8,0
2023-08-24,Алексей,75,17,1,3,4,1,0,9,0
2023-08-25,Алексей,54,25,1,4,2,1,0,6,0
2023-08-26,Алексей,57,28,1,4,3,-1,0,6,0
2023-08-27,Алексей,62,14,1,1,1,0,1,8,0
2023-08-28,Алексей,57,26,1,4,3,0,2,7,0
2023-08-29,Алексей,63,26,1,1,4,1,1,8,0
2023-08-30,Алексей,52,14,0,4,2,0,1,7,0
2023-08-31,Алексей,60,28,-1,1,1,1,0,7,0
2023-09-01,Алексей,63,10,1,1,1,1,2,9,0
2023-09-02,Алексей,75,22,1,1,1,1,0,9,1
2023-09-03,Алексей,68,20,1,2,1,1,0,7,1
2023-09-04,Алексей,52,15,0,1,1,1,0,9,0
2023-09-05,Алексей,51,28,1,4,3,-1,1,5,0
2023-09-06,Алексей,52,14,1,2,1,1,2,8,0
2023-09-07,Алексей,58,24,1,4,5,1,0,6,0
2023-09-08,Алексей,60,16,0,3,1,1,1,9,0
2023-09-09,Алексей,62,16,0,1,1,1,0,8,0
2023-09-10,Алексей,53,11,1,4,4,0,0,8,0
2023-09-11,Алексей,53,16,1,3,6,1,2,5,0
2023-09-12,Алексей,67,15,1,4,5,0,1,7,1
2023-09-13,Алексей,62,23,0,1,1,-1,1,8,0
2023-09-14,Алексей,77,20,1,1,3,1,1,7,0
2023-09-15,Алексей,70,14,1,3,4,1,2,6,0
2023-09-16,Алексей,68,23,1,4,5,1,1,5,0
2023-09-17,Алексей,63,24,1,3,6,1,0,8,0
2023-09-18,Алексей,77,25,1,2,2,1,1,5,1
2023-09-19,Алексей,73,24,1,2,1,-1,1,3,0
2023-09-20,Алексей,52,23,1,1,2,1,1,9,1
2023-09-21,Алексей,59,21,1,4,1,0,2,6,0
2023-09-22,Алексей,63,23,-1,4,5,1,1,7,0
2023-09-23,Алексей,59,14,1,1,1,1,2,7,0
2023-09-24,Алексей,51,27,-1,2,3,-1,2,10,0
2023-09-25,Алексей,51,10,1,3,4,1,1,5,0
2023-09-26,Алексей,67,22,1,4,8,1,1,3,0
2023-09-27,Алексей,58,28,0,4,1,1,2,9,0
2023-09-28,Алексей,75,20,1,2,1,0,2,11,1
2023-09-29,Алексей,63,12,0,1,1,1,0,5,0
2023-09-30,Алексей,74,14,1,3,5,1,2,10,0
2023-10-01,Алексей,73,15,-1,1,3,1,0,7,0
2023-10-02,Алексей,50,27,1,3,1,1,0,9,0
2023-10-03,Алексей,72,12,1,2,1,0,2,6,0
2023-10-04,Алексей,77,28,1,4,6,1,2,6,1
2023-10-05,Алексей,58,24,0,4,5,0,0,9,0
2023-10-06,Алексей,71,26,1,4,6,1,2,9,0
2023-10-07,Алексей,75,11,1,4,2,1,1,6,0
2023-10-08,Алексей,62,12,1,2,1,1,2,10,0
2023-10-09,Алексей,67,17,0,3,4,1,0,6,1
2023-10-10,Алексей,64,24,1,4,3,-1,1,12,0
2023-10-11,Алексей,59,19,1,4,5,1,0,11,0
2023-10-12,Алексей,67,11,0,4,6,1,2,9,0
2023-10-13,Алексей,62,12,1,1,1,0,2,7,0
2023-10-14,Алексей,54,27,1,4,3,0,1,10,0
2023-10-15,Алексей,79,17,0,4,3,0,0,3,0
2023-10-16,Алексей,50,18,0,3,2,1,1,7,0
2023-10-17,Алексей,77,23,1,1,1,0,2,10,0
2023-10-18,Алексей,76,12,1,2,3,-1,2,11,0
2023-10-19,Алексей,65,23,1,4,5,0,1,6,0
2023-10-20,Алексей,55,29,0,3,1,-1,2,8,0
2023-10-21,Алексей,78,22,1,2,7,1,1,10,0
2023-10-22,Алексей,73,15,0,1,1,0,0,7,0
2023-10-23,Алексей,74,21,1,4,6,1,1,9,0
2023-10-24,Алексей,71,10,1,2,3,1,0,8,0
2023-10-25,Алексей,72,15,1,3,3,1,1,5,0
2023-10-26,Алексей,77,29,0,4,4,-1,2,11,0
2023-10-27,Алексей,54,11,1,4,3,0,2,7,0
2023-10-28,Алексей,64,28,1,3,3,-1,0,7,0
2023-10-29,Алексей,52,18,-1,2,1,-1,0,6,0
2023-10-30,Алексей,69,25,1,2,1,1,1,8,0
2023-10-31,Алексей,79,13,0,4,2,1,0,9,0
2023-11-01,Алексей,54,12,1,2,3,0,0,5,0
2023-11-02,Алексей,53,22,1,3,2,1,1,3,0
2023-11-03,Алексей,54,14,0,1,1,1,2,6,0
2023-11-04,Алексей,55,14,0,3,4,1,0,9,0
2023-11-05,Алексей,58,13,1,1,1,1,2,14,0
2023-11-06,Алексей,59,16,1,1,1,1,2,5,0
2023-11-07,Алексей,77,27,1,4,4,0,2,10,0
2023-11-08,Алексей,72,16,1,3,4,1,0,8,0
2023-11-09,Алексей,65,23,0,4,2,1,0,6,0
2023-11-10,Алексей,51,17,1,1,1,1,0,10,0
2023-11-11,Алексей,55,24,1,1,4,-1,1,6,0
2023-11-12,Алексей,74,11,1,1,1,-1,2,8,0
2023-11-13,Алексей,51,11,1,3,5,1,2,6,0
2023-11-14,Алексей,59,14,1,4,5,1,1,8,0
2023-11-15,Алексей,54,14,1,1,1,1,0,9,0
2023-11-16,Алексей,59,11,1,2,1,0,2,7,0
2023-11-17,Алексей,54,10,1,4,3,1,0,7,0
2023-11-18,Алексей,76,13,1,1,2,-1,2,12,0
2023-11-19,Алексей,62,12,1,3,6,1,0,8,0
2023-11-20,Алексей,69,12,1,2,5,1,2,7,0
2023-11-21,Алексей,50,13,1,4,2,1,2,5,0
2023-11-22,Алексей,73,28,1,2,2,1,0,7,0
2023-11-23,Алексей,60,14,1,3,4,1,0,7,1
2023-11-24,Алексей,55,28,-1,1,1,1,1,4,0
2023-11-25,Алексей,64,10,1,4,3,1,0,7,0
2023-11-26,Алексей,75,13,1,1,1,1,0,5,0
2023-11-27,Алексей,66,18,1,3,2,1,1,9,0
2023-11-28,Алексей,76,10,1,4,6,1,2,6,0
2023-11-29,Алексей,66,12,1,1,1,1,0,8,0
2023-11-30,Алексей,50,15,1,2,5,1,0,6,0
2023-12-01,Алексей,70,26,0,3,1,-1,2,8,0
2023-12-02,Алексей,69,15,1,1,1,-1,1,11,0
2023-12-03,Алексей,61,22,1,3,4,1,1,9,0
2023-12-04,Алексей,74,11,1,2,1,1,1,4,0
2023-12-05,Алексей,69,28,-1,1,4,1,0,7,0
2023-12-06,Алексей,72,29,1,4,2,1,2,8,0
2023-12-07,Алексей,78,22,0,1,1,0,2,7,1
2023-12-08,Алексей,78,22,1,2,1,1,0,7,0
2023-12-09,Алексей,53,13,1,1,1,1,0,6,1
2023-12-10,Алексей,72,29,0,1,1,1,1,8,0
2023-12-11,Алексей,55,11,0,4,5,1,2,7,0
2023-12-12,Алексей,52,26,-1,3,4,0,0,8,0
2023-12-13,Алексей,73,26,0,4,2,1,2,7,0
2023-12-14,Алексей,70,17,1,4,4,1,2,8,0
2023-12-15,Алексей,65,29,1,4,2,-1,0,7,0
2023-12-16,Алексей,55,15,1,1,1,0,2,12,0
2023-12-17,Алексей,66,12,1,4,1,0,1,5,1
2023-12-18,Алексей,60,11,0,2,1,1,0,8,0
2023-12-19,Алексей,76,12,1,1,1,0,2,8,0
2023-12-20,Алексей,72,10,1,2,3,0,0,13,0
2023-12-21,Алексей,75,18,0,1,1,1,0,10,0
2023-12-22,Алексей,56,17,1,2,4,1,2,8,0
2023-12-23,Алексей,65,20,1,4,5,1,0,6,0
2023-12-24,Алексей,60,19,1,2,2,1,0,7,0
2023-12-25,Алексей,60,23,1,4,5,1,0,9,1
2023-12-26,Алексей,51,26,0,2,3,1,1,10,0
2023-12-27,Алексей,62,29,1,4,3,1,1,7,0
2023-12-28,Алексей,53,11,0,3,7,0,1,6,0
2023-12-29,Алексей,77,15,1,1,1,0,0,3,0
2023-12-30,Алексей,58,23,1,3,3,1,1,7,0
2023-12-31,Алексей,78,11,1,2,1,0,0,8,0
2023-01-01,Иван,62,18,1,1,1,1,0,7,0
2023-01-02,Иван,69,19,1,3,3,0,0,8,0
2023-01-03,Иван,70,16,0,2,1,1,1,9,0
2023-01-04,Иван,65,23,1,4,2,1,1,8,0
2023-01-05,Иван,52,12,1,3,2,-1,0,9,0
2023-01-06,Иван,66,26,1,4,2,0,1,6,0
2023-01-07,Иван,60,26,1,1,1,-1,0,9,0
2023-01-08,Иван,67,19,0,1,1,1,2,5,0
2023-01-09,Иван,56,21,0,4,9,1,1,7,1
2023-01-10,Иван,79,21,1,2,1,1,2,5,0
2023-01-11,Иван,78,24,1,3,2,1,1,10,0
2023-01-12,Иван,66,21,1,4,4,1,2,9,0
2023-01-13,Иван,63,12,1,3,2,1,0,4,0
2023-01-14,Иван,59,11,1,3,1,1,2,9,0
2023-01-15,Иван,69,12,1,4,5,0,1,6,0
2023-01-16,Иван,71,16,1,4,7,1,1,6,0
2023-01-17,Иван,71,14,-1,4,1,0,2,6,0
2023-01-18,Иван,50,10,1,3,2,1,1,6,0
2023-01-19,Иван,67,25,0,1,1,-1,0,7,0
2023-01-20,Иван,65,28,0,1,3,-1,1,8,0
2023-01-21,Иван,55,29,1,3,1,0,2,4,0
2023-01-22,Иван,52,20,1,2,1,-1,2,10,0
2023-01-23,Иван,54,22,1,4,7,1,1,7,0
2023-01-24,Иван,51,28,0,2,1,1,1,7,1
2023-01-25,Иван,63,17,1,1,1,1,1,7,0
2023-01-26,Иван,70,25,1,4,7,-1,2,9,0
2023-01-27,Иван,53,15,1,2,3,1,0,8,0
2023-01-28,Иван,60,21,1,3,2,-1,2,7,0
2023-01-29,Иван,77,16,1,1,1,1,0,3,0
2023-01-30,Иван,73,20,1,2,1,1,1,1,0
2023-01-31,Иван,67,24,1,4,8,1,0,5,0
2023-02-01,Иван,62,10,1,2,1,1,0,10,0
2023-02-02,Иван,70,15,0,2,2,1,2,8,0
2023-02-03,Иван,74,24,1,4,4,1,1,9,0
2023-02-04,Иван,69,16,1,4,1,1,2,8,0
2023-02-05,Иван,66,24,1,1,1,-1,1,10,0
2023-02-06,Иван,68,19,1,3,1,1,1,7,0
2023-02-07,Иван,74,14,1,2,2,1,0,7,1
2023-02-08,Иван,61,29,-1,4,3,1,0,7,0
2023-02-09,Иван,51,14,1,4,4,0,2,6,0
2023-02-10,Иван,54,19,0,3,1,-1,0,7,0
2023-02-11,Иван,68,11,1,3,2,1,2,7,0
2023-02-12,Иван,79,11,1,1,1,0,2,7,0
2023-02-13,Иван,56,19,1,2,3,1,0,6,0
2023-02-14,Иван,72,11,1,3,6,1,0,5,0
2023-02-15,Иван,78,18,1,3,1,1,1,9,0
2023-02-16,Иван,70,18,1,1,2,1,1,9,0
2023-02-17,Иван,51,28,1,1,1,1,1,8,0
2023-02-18,Иван,65,17,1,4,3,1,0,7,0
2023-02-19,Иван,70,17,0,2,2,1,0,8,0
